Country,Year,Key_Indicator,Sector,Emissions_MT_CO2,Population_Millions,GDP_USD_Billions,Climate_Policy,Latitude,Longitude,Event,Source_Credibility
CountryH,2006,Greenhouse Gases,Marine,1014.4619816456878,220.69141661420056,2474.9786329879066,Carbon Tax,25.215379591043217,-96.67110106927996,Cyclone,0.6179670299632871
CountryD,2009,Extreme Weather Events,Agriculture,278.12310600265096,284.2930303762424,231.65150482018296,Climate Adaptation Plan,14.322875356007616,-19.407310969804257,Landslide,0.7330525496851844
CountryF,2012,Water Scarcity,Residential,222.3678672067544,235.5765663629377,1964.3612389158757,Coastal Protection Law,10.071417153958835,-65.72642082789203,Heatwave,0.7180332127925447
CountryH,2016,Temperature Change,Forestry,1158.8427551406048,97.54342105535925,620.015368905878,Climate Adaptation Plan,32.47916764601311,64.57756485132748,Heatwave,0.8512779582678993
CountryD,2020,Air Quality Index,Public Services,1023.0301615968759,78.12264082488497,2703.6484755882066,Sustainable Agriculture,51.84317111132961,-61.87089882821262,Cyclone,0.8599875255547029
CountryC,2013,Deforestation Rate,Forestry,681.2201211100925,210.82631072822142,2039.3106303361108,Coastal Protection Law,38.61575928150383,99.24649966280302,Drought,0.6177988890918089
CountryI,2001,Renewable Energy Use,Energy,846.4991686461508,112.41326862809733,3104.444364404788,Wildlife Conservation,59.96036494717204,101.87325496571933,Heatwave,0.6773931420111552
CountryC,2021,Water Scarcity,Energy,502.37682947330677,172.03342964702188,4047.4508719741675,Climate Adaptation Plan,24.342332282359997,-78.92525804207568,Typhoon,0.6959916475556148
CountryI,2010,Renewable Energy Use,Forestry,749.6256093412729,6.845953952808718,1568.376550823305,Reforestation Act,24.022753238002764,29.599945702008313,Heatwave,0.7916641944499833
CountryB,2000,Air Quality Index,Industry,784.6753410249813,23.2562819957402,4814.300310408635,Carbon Tax,17.98747301169721,-107.19341315280928,Storm Surge,0.6505803283674325
CountryB,2018,Biodiversity Loss,Agriculture,611.4940432082391,162.9335426485871,2724.6090528791146,Climate Adaptation Plan,18.20317941326676,-28.200354103576416,Typhoon,0.6468794267900001
CountryB,2020,Sea Level Rise,Residential,1364.529705474636,171.9911357022087,3129.6249138984613,Carbon Tax,24.259329800502393,55.463649670330796,Wildfire,0.9303261112227852
CountryF,2003,Deforestation Rate,Energy,73.28970422245891,226.67861861550637,3435.2946288061116,Renewable Target,49.64200226367636,41.45004418097824,Wildfire,0.8814710175542233
CountryC,2018,Air Quality Index,Residential,1184.148331482307,43.929769289068716,3366.9844963021897,Sustainable Agriculture,55.28783953182239,32.422174045718066,Landslide,0.6632292157319096
CountryI,2020,Air Quality Index,Industry,230.35510529992027,156.38900970824974,2603.7566409208043,Carbon Tax,58.75435848538407,-56.53937544776467,Typhoon,0.7422987327669218
CountryD,2010,Temperature Change,Residential,1206.4436727789391,62.36205510734814,2200.945026461949,Renewable Target,21.61448270482263,-31.71351314705548,Flood,0.7244676997401479
CountryA,2007,Extreme Weather Events,Marine,943.0722777312458,32.49285527099494,363.5316244691517,Emission Reduction,54.064877280704586,-103.23400237792559,Landslide,0.8768514259228926
CountryD,2010,Sea Level Rise,Energy,1272.7532318577835,126.0962592478636,208.22064197578072,Renewable Target,26.412754463866854,56.94593331273626,Flood,0.7785745207673427
CountryA,2003,Deforestation Rate,Industry,191.3957721793013,53.184311186271884,1854.0098532105467,Sustainable Agriculture,15.64202722584422,1.0110871657311122,Storm Surge,0.6447474079477135
CountryE,2016,Biodiversity Loss,Industry,860.5219194446723,70.42568356673398,1734.938364105094,Air Quality Act,53.50124627600828,54.27906440987019,Cold Snap,0.8586472221046852
CountryD,2006,Biodiversity Loss,Agriculture,776.5774263801858,98.67860106150302,1999.706258711133,Emission Reduction,41.80528173218093,-65.27468355281309,Drought,0.7389107923787216
CountryH,2007,CO2 Emissions,Agriculture,1073.98011529687,81.51957821924289,778.0041843521311,Wildlife Conservation,18.236544804053086,-45.64606055488278,Typhoon,0.6920234866712515
CountryH,2002,Air Quality Index,Marine,824.7213002458299,30.839432734754187,3717.024525630534,Paris Agreement,31.49156287565013,-43.10401231237019,Cyclone,0.731424517707252
CountryG,2021,Water Scarcity,Industry,834.0651223430011,31.525292233612173,4299.125632403571,Renewable Target,24.36288474385338,-123.30697346572379,Hurricane,0.7742147972624137
CountryC,2001,Temperature Change,Transportation,672.9141181852938,62.00857749407961,4699.701713332772,Renewable Target,46.83972843550985,-41.32755306403787,Drought,0.7200904307459532
CountryA,2022,Sea Level Rise,Industry,497.8099148106442,19.914960448063994,2512.5752872461667,Carbon Tax,32.6708115312134,78.85918911468872,Storm Surge,0.6846670204071152
CountryA,2014,Biodiversity Loss,Agriculture,749.2833238156786,189.8048208046935,3534.2419257146003,Wildlife Conservation,59.46399725531925,103.29760889493201,Typhoon,0.7394757100813931
CountryC,2023,Deforestation Rate,Transportation,221.81392021418085,89.76138137012607,4292.200504835775,Climate Adaptation Plan,12.737249112979756,4.736762065341139,Wildfire,0.6067105187624644
CountryF,2021,CO2 Emissions,Energy,1444.194341525473,87.52506049187595,2149.6264443580812,Reforestation Act,27.750763306812335,-11.569559243002743,Drought,0.8703742461337098
CountryG,2021,Deforestation Rate,Energy,1085.8956072585675,102.93949680014073,1616.1226948651774,Coastal Protection Law,34.09500835549887,-121.98559913816374,Flood,0.659830712748655
CountryF,2004,Temperature Change,Residential,1431.0773191973778,200.52490089186787,4689.950323682102,Renewable Target,35.15667773741599,98.5931277721995,Cyclone,0.615366614770723
CountryF,2023,Water Scarcity,Forestry,378.7547043784467,261.8369950376297,2626.815100277658,Climate Adaptation Plan,25.79679111928184,-126.6173445092731,Drought,0.8287945425167776
CountryF,2000,CO2 Emissions,Agriculture,1325.0444792559656,228.93064510391332,2536.5440442953022,Reforestation Act,46.4620124548784,115.63502085465507,Hurricane,0.8708776450882852
CountryC,2003,CO2 Emissions,Forestry,1222.7454776171307,219.621122916403,974.2388731611293,Coastal Protection Law,53.737353674448734,-2.8037753410964257,Storm Surge,0.8848401960574951
CountryF,2014,Extreme Weather Events,Transportation,1031.8709980636268,147.89539975225054,629.959571409448,Paris Agreement,56.93596509889315,-41.097031670571084,Storm Surge,0.7727282139312099
CountryH,2019,Sea Level Rise,Agriculture,956.2923198235484,209.67263930538647,4226.323626169207,Carbon Tax,50.25466883997631,110.29679305909161,Landslide,0.6718788646414948
CountryB,2018,CO2 Emissions,Marine,508.9970146384115,168.06489856990703,3109.2525633188384,Climate Adaptation Plan,52.52900986532997,-123.65834179137485,Storm Surge,0.8580296870374393
CountryE,2002,Extreme Weather Events,Industry,1233.7956381992944,68.79390581502602,1696.5404616952985,Carbon Tax,37.52726503099977,21.17047266596265,Landslide,0.844899577004018
CountryA,2019,Extreme Weather Events,Marine,777.197419145614,66.53356848360997,1039.5074652123058,Coastal Protection Law,51.29441132134073,12.722456369827768,Storm Surge,0.6861947569361107
CountryA,2010,Temperature Change,Transportation,152.7927850423638,92.43564202820862,2821.936672831194,Air Quality Act,25.175195457397614,-72.97669568504065,Hurricane,0.9161927145519775
CountryE,2016,Renewable Energy Use,Agriculture,503.6515832399385,273.6867879360949,2961.204517379563,Renewable Target,29.92393810546072,-18.489267848945246,Storm Surge,0.6365300103289901
CountryC,2012,Deforestation Rate,Public Services,1406.1807928907251,166.48737791201913,1114.2686461007852,Emission Reduction,25.845650690927215,39.588641545380256,Cyclone,0.943940883856964
CountryD,2010,Water Scarcity,Transportation,1283.486377877027,221.5020862155515,4271.888164668222,Reforestation Act,33.369366772396276,59.05411118930115,Cold Snap,0.9010867338421126
CountryC,2001,Greenhouse Gases,Public Services,1473.7632622109818,107.23483414588154,512.8953941636703,Wildlife Conservation,24.278980811931817,-129.81361673628925,Wildfire,0.8407645259176763
CountryA,2008,Deforestation Rate,Industry,960.5904047759423,125.27615234624145,1844.8561173154662,Sustainable Agriculture,58.08057211272234,113.58189182366397,Cyclone,0.9285624608979415
CountryA,2001,CO2 Emissions,Energy,408.88960605359733,42.04184569798915,3433.8836274363584,Renewable Target,25.642231400283407,-87.22340317786878,Storm Surge,0.8528089089132977
CountryE,2020,Water Scarcity,Energy,286.0818220314525,55.53201255739276,1443.1897827140833,Emission Reduction,14.902226905546991,-69.2690871021866,Typhoon,0.6666599489605161
CountryF,2008,Biodiversity Loss,Transportation,321.0259388822694,249.07018367371293,4155.608454428232,Sustainable Agriculture,36.34085830252067,-61.49690411959946,Flood,0.754754648339484
CountryC,2008,Renewable Energy Use,Forestry,78.70370460351886,177.5273963482202,3725.3523503419774,Climate Adaptation Plan,12.854953922258819,-120.16676449647082,Cold Snap,0.6250260585160724
CountryI,2007,Biodiversity Loss,Agriculture,616.4890609296118,104.57207743572658,3966.2119382858577,Sustainable Agriculture,15.527158315429027,-98.00644786651551,Wildfire,0.7363800978008403
CountryE,2016,Biodiversity Loss,Agriculture,327.57013672433663,241.84110665368607,683.6220257959097,Paris Agreement,20.969469459812316,126.45097996548213,Flood,0.859561056908023
CountryH,2000,Sea Level Rise,Energy,646.9004176622185,77.72337216320498,788.6809271781603,Renewable Target,33.21751249410708,-48.04364828190562,Cyclone,0.7352551728257861
CountryA,2024,Deforestation Rate,Residential,1405.7419261662099,292.9296460870601,1503.7213149484598,Carbon Tax,31.662546615451394,-100.02171651184717,Hurricane,0.7156029614138469
CountryE,2010,Greenhouse Gases,Marine,674.2833037854255,106.72119428512008,2638.578109468049,Air Quality Act,49.98459310013956,-102.18227209459793,Hurricane,0.8083745028786091
CountryC,2007,Temperature Change,Residential,1323.0775206280105,104.50673147461214,3765.278775827072,Wildlife Conservation,46.973732694205665,57.05959159419268,Flood,0.9052715851496131
CountryA,2009,Greenhouse Gases,Industry,927.9819115930209,97.01401213332804,4199.001364728427,Carbon Tax,31.315914699535064,92.18785264848663,Typhoon,0.6166541173911393
CountryD,2024,Biodiversity Loss,Marine,408.3407542590183,41.02289719766494,3551.2430481901843,Emission Reduction,26.685210378781495,-63.192402127797834,Flood,0.7349146521449074
CountryE,2006,CO2 Emissions,Marine,565.9894009258566,37.78545846294366,4650.124719500128,Renewable Target,25.82343920307493,-124.56352679283891,Cyclone,0.655384259635342
CountryG,2002,Renewable Energy Use,Transportation,171.68332694107266,196.19098518756638,3719.8431971180585,Air Quality Act,48.69975436470045,-71.9965952042075,Flood,0.8433739877561544
CountryA,2002,Air Quality Index,Energy,533.5207607142152,263.1598231446239,1600.712646322612,Sustainable Agriculture,12.603620311063487,-115.30592039284309,Wildfire,0.6370035961508972
CountryC,2017,Greenhouse Gases,Residential,1032.4343709801244,238.20355053014367,1398.8982932590056,Renewable Target,10.641082475530292,-103.1173164761892,Typhoon,0.8326827155030856
CountryB,2004,Biodiversity Loss,Residential,154.56108474768104,46.62674023629857,3511.3430064753406,Sustainable Agriculture,49.7772195963324,-17.807888839612986,Heatwave,0.7001633047792676
CountryI,2011,Renewable Energy Use,Energy,347.83204229314254,165.9467259286596,1045.06578657911,Climate Adaptation Plan,33.857318799452464,-70.22122357597553,Drought,0.6696208848080286
CountryJ,2011,Water Scarcity,Residential,603.0895100493017,36.1495060631088,554.3025729703224,Paris Agreement,16.5440569276788,4.145928416610076,Heatwave,0.9277233952387449
CountryF,2018,Deforestation Rate,Public Services,1473.9718286731456,18.361919865857846,2707.89208679535,Coastal Protection Law,21.778296729725064,-64.09162415313051,Landslide,0.6064836018610845
CountryJ,2005,Extreme Weather Events,Energy,1188.0496432903763,198.63382851850633,4126.043691916881,Renewable Target,56.625197654869126,114.5396982867664,Flood,0.7532220451613492
CountryC,2001,Sea Level Rise,Transportation,1113.5557824135506,162.86993843570335,596.7612281023313,Emission Reduction,52.9751487812449,105.54543166082877,Hurricane,0.6075694473616278
CountryH,2011,Renewable Energy Use,Forestry,218.47688696189667,29.196987137383903,3980.2674865990734,Sustainable Agriculture,45.48925251119863,17.369587302721158,Heatwave,0.7692575668365151
CountryH,2018,CO2 Emissions,Marine,1182.4440457417377,15.307077689766592,4076.702821322586,Carbon Tax,34.11126151686633,-37.8497620832796,Storm Surge,0.7753665822280463
CountryB,2004,CO2 Emissions,Transportation,1188.639776698222,296.9781419557537,2463.1426003995634,Climate Adaptation Plan,36.01618130956929,-30.901810670968757,Cyclone,0.7125818649881615
CountryF,2011,Renewable Energy Use,Agriculture,921.598908655276,13.856292983976203,380.82051905138536,Emission Reduction,58.76222676419793,-22.91840638243079,Heatwave,0.6462566221337582
CountryG,2016,CO2 Emissions,Industry,1486.0245838976393,136.1358346497971,955.4902711112134,Wildlife Conservation,58.28852219421436,59.170623755085444,Cold Snap,0.7317356382070663
CountryB,2016,Deforestation Rate,Forestry,521.6181635906003,153.8626122592702,3566.3887482934683,Coastal Protection Law,20.763452289291713,-12.573861165102144,Typhoon,0.8352920289763981
CountryJ,2009,CO2 Emissions,Agriculture,1414.8450499506848,39.59764360113129,3587.7119304556527,Climate Adaptation Plan,50.55522831526591,92.74978609153334,Cyclone,0.8738385330255607
CountryB,2024,Greenhouse Gases,Marine,1376.3601166869303,54.8732246397163,4501.94084832156,Paris Agreement,19.862133308350842,115.4646443418948,Hurricane,0.7857627108358498
CountryJ,2022,Extreme Weather Events,Residential,66.64695663659788,108.78247689105399,2955.162118117456,Coastal Protection Law,20.67687389419757,-42.654000121477196,Landslide,0.8064420380539145
CountryA,2016,CO2 Emissions,Energy,702.668963388476,229.69438348303046,708.1261017975092,Sustainable Agriculture,43.80465170822884,15.780565157676818,Heatwave,0.6702157298936284
CountryH,2014,Extreme Weather Events,Marine,1466.8011379247814,154.58931509777867,694.9330369743635,Emission Reduction,30.25005492937742,-105.28530042353324,Typhoon,0.7005656166296773
CountryA,2011,Biodiversity Loss,Transportation,199.5259754917099,193.18105299312364,3633.548551048436,Wildlife Conservation,56.57722035532601,-77.87804758074665,Drought,0.6566634635183254
CountryI,2015,Temperature Change,Industry,844.2878068558132,295.626493751749,1000.5448590287156,Reforestation Act,14.450486744800441,-22.49890065535837,Typhoon,0.6872533725016139
CountryF,2023,Deforestation Rate,Transportation,1469.488385209601,231.56160341739684,1709.0889481213662,Paris Agreement,35.57628204047465,-76.3872938655375,Typhoon,0.6787103730789361
CountryG,2018,Temperature Change,Forestry,855.4683649534973,133.13664195165921,2487.338833917378,Air Quality Act,55.92607652215606,97.90572760506657,Cyclone,0.7818070752369332
CountryJ,2007,Biodiversity Loss,Forestry,325.23218930962616,136.70036692998187,221.3479001231409,Sustainable Agriculture,55.205683023975254,-88.8455734246345,Drought,0.7969410645267553
CountryG,2020,Deforestation Rate,Industry,894.1656836342552,187.53776272709646,1319.2132323976662,Reforestation Act,17.82646067078706,-11.52818639619609,Typhoon,0.9307315972875265
CountryJ,2016,Renewable Energy Use,Public Services,346.4388322268429,201.28273648357677,2098.6590816856724,Renewable Target,28.331885004822823,27.48180251956768,Cold Snap,0.668449726485533
CountryC,2022,Renewable Energy Use,Agriculture,803.5711811970021,152.70972312181803,1470.2179606167106,Wildlife Conservation,40.95607000233481,49.88461612181956,Heatwave,0.8245864985565236
CountryB,2004,Extreme Weather Events,Agriculture,157.36121597290457,195.2340607304191,768.2146045910725,Carbon Tax,17.969744238570108,-30.40196387110825,Heatwave,0.8860407441456329
CountryI,2021,Biodiversity Loss,Forestry,927.9498703608867,11.942085852159138,3667.2600632013673,Air Quality Act,58.40110860228693,95.96575786842942,Cold Snap,0.7960845123240683
CountryH,2015,Extreme Weather Events,Forestry,799.3454117358293,131.738744849569,4084.4235103231263,Emission Reduction,55.737466436383016,17.762979280260623,Heatwave,0.6892512783753765
CountryJ,2005,Sea Level Rise,Residential,1123.2339847041214,87.28673244167564,1361.6469831042516,Wildlife Conservation,18.34750895172346,-15.727977083636532,Typhoon,0.6918925805070001
CountryG,2007,CO2 Emissions,Energy,964.5156831802383,43.106461346717566,3894.655523570886,Coastal Protection Law,16.05777306304927,-112.51743514647048,Landslide,0.61373856857485
CountryI,2024,Air Quality Index,Residential,846.9290893695971,34.36622127858867,1989.2124655664377,Climate Adaptation Plan,14.270424140413265,-9.180738204257096,Typhoon,0.7069054792919686
CountryD,2017,Sea Level Rise,Residential,1050.1793314097758,182.94168885632692,2582.7603751846136,Coastal Protection Law,55.472183201831555,83.39131861208986,Cyclone,0.860611287651183
CountryD,2024,CO2 Emissions,Public Services,258.71577467973475,159.46216141002046,4294.405266976449,Coastal Protection Law,19.681190489773037,29.780664737542025,Storm Surge,0.6166312150224886
CountryA,2011,Deforestation Rate,Agriculture,913.2715088249759,79.8073145139289,3774.7730408317984,Renewable Target,30.814246427217736,86.36223796957077,Landslide,0.6767533488766907
CountryH,2014,Extreme Weather Events,Public Services,299.56037409302763,143.9302673378918,4045.072571449271,Paris Agreement,32.44256828260015,-1.5569656441805364,Hurricane,0.8471813744861236
CountryC,2008,Deforestation Rate,Public Services,1392.0072013852273,150.20853297881044,770.5413162731484,Carbon Tax,39.95055221067838,-99.19995667543472,Hurricane,0.8739280469880069
CountryG,2012,Deforestation Rate,Industry,149.0844520261261,62.52764922939166,441.62518658527443,Air Quality Act,13.586767187371247,-126.45364008267092,Landslide,0.7593614435216749
CountryB,2014,CO2 Emissions,Agriculture,674.0433870516503,197.36745325508693,4477.683172531137,Paris Agreement,21.337930870025797,-51.16291785316629,Typhoon,0.8443260184675271
CountryB,2009,Biodiversity Loss,Energy,1058.906342600395,235.37121013389668,2000.3879208983624,Wildlife Conservation,56.5745193459463,51.47752258942603,Flood,0.7357832590292122
CountryG,2015,CO2 Emissions,Transportation,714.1322069189752,238.4817445624081,1510.610422541436,Coastal Protection Law,55.420505363428475,75.46757502484039,Storm Surge,0.6559696357584446
CountryF,2006,Water Scarcity,Forestry,183.53811718770842,182.72860005751923,3651.0116458829402,Renewable Target,49.06453237028461,-53.10426299871435,Cold Snap,0.7393523227330172
CountryC,2016,Renewable Energy Use,Forestry,852.3995733837257,155.93338184310915,4198.436423241297,Wildlife Conservation,10.970062280910772,-1.129980570355741,Typhoon,0.8029887370711
CountryI,2022,Renewable Energy Use,Energy,980.3662677996641,22.997107186591492,4326.199147301674,Climate Adaptation Plan,26.350338424805106,-20.50908484713878,Landslide,0.9318186486485116
CountryJ,2020,Sea Level Rise,Public Services,1070.498850936236,89.91023316122373,1648.385991513614,Carbon Tax,41.39793676714539,-23.264076068628754,Flood,0.6240628332310371
CountryF,2021,Renewable Energy Use,Residential,591.2267309710004,32.51507679956012,4275.840716888203,Air Quality Act,23.759510588673784,-69.84933456796088,Typhoon,0.7775879328457362
CountryJ,2006,CO2 Emissions,Industry,867.3069579917052,289.3278324591497,300.5763274342924,Climate Adaptation Plan,55.479334752688864,-94.54351269234083,Flood,0.7151219223737535
CountryJ,2013,Greenhouse Gases,Public Services,703.495388661424,44.84864313659941,343.3413081526225,Renewable Target,41.69447309162209,-78.86097485988459,Landslide,0.7779090929968431
CountryF,2014,Extreme Weather Events,Forestry,1024.4812561907675,49.773745906075106,3155.244056353357,Carbon Tax,13.59533586582228,-115.61357933753001,Typhoon,0.608391406581786
CountryA,2020,CO2 Emissions,Marine,896.1576026209868,267.4251024074952,409.22120866617655,Wildlife Conservation,55.45027944178515,-78.48600712586997,Drought,0.7095588741455534
CountryD,2006,CO2 Emissions,Residential,812.3465183607456,283.45884362555506,1690.5849256997915,Coastal Protection Law,57.88833290881113,-127.60776661740134,Heatwave,0.8869538516344517
CountryJ,2008,Air Quality Index,Forestry,411.8103319154605,230.91956657429841,3396.5043326099276,Coastal Protection Law,13.885620919586275,33.08718416535436,Landslide,0.7938796068491231
CountryF,2018,Extreme Weather Events,Marine,52.92685073493918,6.594452483437612,1752.607790665709,Sustainable Agriculture,36.61801174306574,-47.742394079202455,Hurricane,0.7577038724856411
CountryF,2015,Water Scarcity,Public Services,302.4184292015724,5.3971499321862915,980.03892905647,Coastal Protection Law,25.168214110708522,123.01762497099625,Hurricane,0.6999337751003688
CountryE,2007,Renewable Energy Use,Energy,219.74576006504455,116.53972708729798,1478.618047083824,Reforestation Act,29.641953824070118,-79.63356679816255,Storm Surge,0.7043148829769745
CountryA,2017,Extreme Weather Events,Energy,701.1728802658728,47.3016341532133,2342.119128027116,Coastal Protection Law,18.982560897767094,-40.08457171950559,Wildfire,0.7340855017567045
CountryH,2022,Renewable Energy Use,Residential,937.7743186046747,10.423911934721199,2429.390691241864,Reforestation Act,38.903605100620624,-36.96129875320136,Hurricane,0.8924497484875962
CountryE,2017,Sea Level Rise,Forestry,358.9732625929719,141.89967337432887,3936.7011336012897,Emission Reduction,57.898967662444534,-127.80261102376026,Wildfire,0.9385246223828939
CountryE,2019,Extreme Weather Events,Agriculture,1411.6327891524213,283.20325973505663,3775.7508242144113,Reforestation Act,35.153630013580454,88.19406779025934,Drought,0.7535293834726311
CountryG,2006,Renewable Energy Use,Marine,59.68908737463728,100.52677459621727,2338.4072423250623,Carbon Tax,14.145729069724059,-121.68144036247557,Landslide,0.7376734935617166
CountryD,2002,Water Scarcity,Industry,1169.8364719897472,200.03650013646546,4243.7700105839795,Climate Adaptation Plan,41.00006667387042,114.44675702960276,Flood,0.896292771536952
CountryF,2017,Temperature Change,Forestry,956.5469158191412,197.40942917407003,659.7619790978396,Carbon Tax,27.011149722562852,101.93933128434136,Storm Surge,0.7494168622227062
CountryD,2009,Deforestation Rate,Industry,591.6544615191387,79.06863058122448,1351.2314161216173,Climate Adaptation Plan,52.79625947956489,9.235698182350518,Heatwave,0.7932063603034779
CountryC,2006,Deforestation Rate,Forestry,123.20896939799148,196.87544840303997,4157.084671161032,Sustainable Agriculture,31.733907415823513,11.334849476935943,Cold Snap,0.6808295826095605
CountryG,2016,Water Scarcity,Agriculture,959.855529087205,67.63852241463292,1952.1707892681502,Emission Reduction,19.64198044711228,39.98225996860066,Wildfire,0.8602258875226763
CountryH,2013,Air Quality Index,Agriculture,609.1395936551896,40.99218700518227,4907.789638089826,Climate Adaptation Plan,19.555281134557248,-29.366996896929393,Heatwave,0.7861959113947736
CountryD,2023,Temperature Change,Residential,1407.5873521491678,211.90806924010857,2384.6410794863937,Climate Adaptation Plan,48.43820903605802,38.27779368344241,Storm Surge,0.8831620925841195
CountryB,2002,Sea Level Rise,Residential,835.8856085901606,38.46504104565544,3980.484552522444,Renewable Target,23.279379915367997,-118.3602189409934,Storm Surge,0.8732564555100344
CountryJ,2011,Water Scarcity,Agriculture,1412.4946913755869,299.0882194838598,2071.3045027736225,Paris Agreement,48.36166970796115,-115.9476168890711,Hurricane,0.6752516688945099
CountryC,2012,Deforestation Rate,Transportation,369.7013555362909,59.11845833931765,2182.2722434059087,Paris Agreement,20.29436553832997,-11.120090898918463,Heatwave,0.8504724426952168
CountryA,2001,Deforestation Rate,Agriculture,1102.3025700279497,180.27184951315496,1976.1274216924992,Renewable Target,26.08431843506547,12.901798287569079,Typhoon,0.8800190427829799
CountryH,2002,Deforestation Rate,Energy,945.0110802306523,126.35549856671386,3623.4705405029777,Coastal Protection Law,33.27434862198497,100.83258648731294,Cyclone,0.7211375342738382
CountryC,2004,Biodiversity Loss,Energy,1122.1419332554021,42.283994609671794,2782.8376318939727,Renewable Target,57.159792484672536,-102.78823518394697,Storm Surge,0.6604131895157961
CountryJ,2010,Water Scarcity,Transportation,361.26840276017833,13.213952735336951,4724.5127457050085,Climate Adaptation Plan,56.58657123769123,83.88846107041124,Wildfire,0.6009212544528558
CountryG,2007,CO2 Emissions,Public Services,1014.2420485447719,188.70602327638582,1329.3625510171134,Climate Adaptation Plan,20.343593771114392,-75.38769230406191,Cold Snap,0.7578162785826018
CountryJ,2022,Sea Level Rise,Marine,772.1585699324601,242.9934813177922,592.7573872088774,Renewable Target,27.91095206215364,-27.53825138739171,Cold Snap,0.7233514560385945
CountryE,2022,Deforestation Rate,Public Services,1127.0962136141586,253.3946201444895,2026.9812769861546,Renewable Target,17.469969422688614,-47.683366944872645,Drought,0.7942184418388931
CountryJ,2011,Renewable Energy Use,Industry,524.2147340201358,147.40047455769567,3121.8922674692026,Coastal Protection Law,35.49925396567485,-25.95962905499627,Drought,0.6658143824060749
CountryE,2006,Water Scarcity,Public Services,1340.5826869246162,234.34936281880374,4317.914790885926,Carbon Tax,33.029127534733334,-90.87117050112775,Hurricane,0.9008829416832662
CountryG,2014,Biodiversity Loss,Forestry,172.23690618645804,203.4899043791207,1796.3647447336054,Emission Reduction,55.038008122536624,0.9282193449242868,Typhoon,0.6902143254698383
CountryI,2023,Water Scarcity,Public Services,1220.4245122472228,218.6550856122443,3303.555080509862,Wildlife Conservation,56.50026888955363,78.42707335615549,Hurricane,0.6792503617806774
CountryE,2016,Sea Level Rise,Forestry,1298.9134574318816,150.31670654043515,1815.9735370137732,Climate Adaptation Plan,29.178369550364604,-15.201157301486788,Cold Snap,0.7682499197695245
CountryA,2003,Biodiversity Loss,Transportation,1235.0158514818906,191.85646337142748,3124.375956672845,Emission Reduction,34.58689715094947,-2.440470266468239,Flood,0.774597858310496
CountryJ,2021,Sea Level Rise,Energy,793.4532716795752,242.6301445049368,4435.55894045019,Renewable Target,54.81181245730666,90.67957217314171,Cold Snap,0.6752798300747824
CountryJ,2024,Water Scarcity,Residential,685.6582210446039,122.3758317893218,1233.6524470711042,Coastal Protection Law,50.33539038725307,53.57510980588802,Storm Surge,0.6951512543540705
CountryA,2012,CO2 Emissions,Forestry,1494.5803154610715,242.7637757559372,2080.784046324492,Reforestation Act,10.182815567232463,-2.4818537848559714,Heatwave,0.6593968337043357
CountryB,2017,Sea Level Rise,Energy,382.29932926053505,179.64496862277355,4966.999462505758,Coastal Protection Law,26.002978209179126,-62.99913147081328,Heatwave,0.8514610624131083
CountryF,2000,Biodiversity Loss,Marine,842.9701505202646,53.94080218938194,4355.929438422358,Air Quality Act,31.088712096806294,100.08095417969133,Storm Surge,0.8695311609389287
CountryI,2015,Biodiversity Loss,Industry,1022.479511804372,12.281826381252461,2866.7353036913896,Air Quality Act,21.485814184161583,20.02530443954518,Storm Surge,0.7618149741107489
CountryH,2012,Sea Level Rise,Marine,1066.2580719990765,112.01231211774986,2631.475200085949,Emission Reduction,19.978580794796937,-72.50162137121973,Cold Snap,0.8499304579397561
CountryE,2009,Greenhouse Gases,Transportation,345.8357653209391,166.27541684742025,1494.5418732929368,Paris Agreement,11.889225329783983,-60.028864314117314,Heatwave,0.8575773871781058
CountryA,2011,Water Scarcity,Public Services,998.2914338927118,252.74700390002909,2634.326195698294,Air Quality Act,42.16848625348803,78.81460312342395,Heatwave,0.648396434687233
CountryG,2001,Greenhouse Gases,Public Services,1236.6358713979391,42.60827564137263,4256.089341571741,Air Quality Act,23.125514524158284,-118.52215385726159,Landslide,0.9381623086920878
CountryE,2022,Air Quality Index,Agriculture,122.52693639061272,241.06087256665583,3457.3551150611247,Carbon Tax,12.617358921565653,127.94396862749323,Heatwave,0.8873611814837508
CountryF,2002,Water Scarcity,Agriculture,1371.7058753217088,259.587668589832,1521.2157380721342,Reforestation Act,21.54896552640318,-96.10856327415414,Storm Surge,0.6715692114185382
CountryG,2009,Sea Level Rise,Agriculture,92.7808799605486,49.45280866524597,1087.1732131623114,Carbon Tax,50.095697641806325,76.97781660320373,Drought,0.6651577625111246
CountryC,2001,Temperature Change,Marine,566.1579971081718,256.22032419474465,1399.5218312844627,Reforestation Act,52.57445908232733,-27.358417639362457,Typhoon,0.6439814009528539
CountryJ,2022,Sea Level Rise,Forestry,72.929134537795,297.47880251362363,931.8200868248499,Sustainable Agriculture,34.15331225966513,-2.023792345258613,Flood,0.6484324968896714
CountryC,2012,Greenhouse Gases,Industry,161.8604943823937,219.4174551592301,568.639410516208,Wildlife Conservation,30.803533520434307,98.96915014079025,Storm Surge,0.8618566296600436
CountryE,2012,CO2 Emissions,Agriculture,1371.1940135111147,236.50705613837144,2153.7672547660695,Climate Adaptation Plan,58.892684675089086,-22.643090706804557,Heatwave,0.7643789899330682
